0,8489
1,6573
2,31012
3,70997
4,86773
5,89497
6,91053
7,91940
8,92925
9,94540
10,97383
11,98868
12,99526
13,98998
14,97901
15,97422
16,98130
17,98586
18,98809
19,99074
20,100315
21,102438
22,105506
23,108852
24,112531
25,117647
26,123544
27,131600
28,140860
29,150925
30,159173
31,165168
32,168146
33,166991
34,163027
35,158382
36,155063
37,151093
38,148652
39,146419
40,143801
41,142906
42,143435
43,143556
44,143362
45,145689
46,146546
47,148082
48,149423
49,151081
50,152340
51,152817
52,154422
53,155142
54,155017
55,155211
56,154764
57,154566
58,152956
59,152827
60,152580
61,151038
62,149276
63,149106
64,147042
65,144843
66,144422
67,143070
68,141415
69,139477
70,139000
71,137205
72,136833
73,136132
74,134127
75,133729
76,132754
77,132233
78,131733
79,133054
80,132462
81,134421
82,134737
83,136518
84,137634
85,139420
86,141156
87,142386
88,143761
89,144039
90,143910
91,143021
92,141917
93,140023
94,137543
95,134340
96,132200
97,128576
98,124746
99,121942
100,118604
101,115289
102,112403
103,109286
104,106373
105,104436
106,101527
107,99724
108,97162
109,94568
110,93039
111,91066
112,88600
113,87021
114,84939
115,83107
116,81504
117,80736
118,79160
119,77489
120,75848
121,74373
122,73291
123,72097
124,71381
125,69725
126,68449
127,67382
128,66457
129,65184
130,64279
131,62852
132,61816
133,60571
134,59405
135,58916
136,57721
137,56899
138,56466
139,55117
140,54516
141,53735
142,53045
143,52530
144,51823
145,51198
146,50102
147,50140
148,49567
149,48853
150,48321
151,48170
152,47390
153,46946
154,46634
155,46508
156,46096
157,45131
158,44912
159,44461
160,44209
161,43631
162,43396
163,43334
164,42556
165,42771
166,42088
167,41723
168,41838
169,41513
170,40951
171,40795
172,40266
173,40149
174,39904
175,39856
176,39352
177,39159
178,39090
179,38650
180,38712
181,38465
182,38221
183,37998
184,37846
185,37735
186,37216
187,37206
188,36915
189,36948
190,36856
191,36836
192,36547
193,36180
194,35727
195,36216
196,35572
197,35729
198,35643
199,35307
200,35445
201,35015
202,34768
203,34745
204,34848
205,34601
206,34896
207,34640
208,34255
209,34305
210,34019
211,33865
212,34002
213,33669
214,33264
215,33047
216,33276
217,32944
218,32591
219,32615
220,32952
221,32179
222,32584
223,32297
224,32334
225,32107
226,31832
227,31638
228,31704
229,31420
230,31441
231,31162
232,31304
233,31023
234,30960
235,30737
236,30688
237,30929
238,30818
239,30742
240,30638
241,30423
242,30509
243,30049
244,30382
245,30481
246,29918
247,29996
248,29660
249,29996
250,29862
251,29694
252,29524
253,29707
254,29451
255,29535
256,29263
257,29647
258,29448
259,29476
260,29261
261,29320
262,29354
263,29372
264,29057
265,28667
266,28971
267,28607
268,28750
269,29062
270,28591
271,28738
272,28627
273,28535
274,28559
275,28281
276,28355
277,28262
278,28590
279,28793
280,28456
281,28506
282,28716
283,28328
284,28416
285,28431
286,28288
287,28424
288,28288
289,28322
290,28003
291,27905
292,28120
293,28159
294,28378
295,27795
296,27986
297,27915
298,27837
299,27940
300,27785
301,27979
302,28155
303,28052
304,28281
305,27718
306,28031
307,27889
308,28315
309,28311
310,28384
311,28047
312,28052
313,28285
314,28679
315,28565
316,28549
317,28462
318,28569
319,28349
320,28422
321,28629
322,28873
323,28937
324,28355
325,28746
326,29199
327,29102
328,28967
329,29008
330,29202
331,29314
332,29531
333,29471
334,29767
335,29363
336,29636
337,29542
338,29968
339,29679
340,29919
341,30009
342,30063
343,30084
344,30143
345,29804
346,30081
347,30265
348,30123
349,30028
350,30150
351,30190
352,30104
353,30446
354,30114
355,29979
356,30074
357,29929
358,29997
359,29404
360,29711
361,29492
362,28994
363,28922
364,28756
365,28816
366,28534
367,28232
368,27654
369,27514
370,27365
371,26929
372,26425
373,26172
374,25688
375,25257
376,25010
377,24427
378,24042
379,23778
380,23299
381,22994
382,22576
383,22219
384,21796
385,21514
386,21152
387,20742
388,20392
389,20224
390,19952
391,19834
392,19568
393,19262
394,19174
395,19064
396,18873
397,18764
398,18776
399,18716
400,18491
401,18246
402,18439
403,18176
404,17750
405,17666
406,17815
407,17576
408,17642
409,17328
410,17072
411,17246
412,16932
413,16893
414,16941
415,16658
416,16546
417,16491
418,16481
419,16151
420,15979
421,15813
422,15809
423,15405
424,15279
425,15429
426,15139
427,14762
428,14700
429,14361
430,14497
431,14199
432,14211
433,14129
434,14093
435,13972
436,13960
437,14102
438,14176
439,14371
440,14673
441,14838
442,14925
443,15226
444,15596
445,16168
446,16542
447,16918
448,17533
449,17745
450,18655
451,18927
452,19309
453,19857
454,20112
455,20269
456,20422
457,20579
458,20603
459,20834
460,20561
461,20384
462,20094
463,19313
464,18730
465,18395
466,17827
467,17063
468,16186
469,15422
470,14473
471,13664
472,12982
473,12206
474,11182
475,10712
476,10065
477,9215
478,8668
479,8008
480,7558
481,6885
482,6726
483,6348
484,6137
485,5713
486,5736
487,5481
488,5468
489,5397
490,5429
491,5386
492,5404
493,5658
494,5804
495,6155
496,6219
497,6578
498,6900
499,7107
500,7505
501,8166
502,8418
503,8883
504,9389
505,9800
506,10300
507,10751
508,11352
509,11678
510,12152
511,12395
512,12899
513,13283
514,13359
515,13451
516,13671
517,13621
518,13706
519,13526
520,13284
521,13265
522,12641
523,12720
524,12383
525,11510
526,11216
527,10821
528,10150
529,9594
530,8828
531,8539
532,7712
533,7145
534,6694
535,6057
536,5505
537,5253
538,4751
539,4340
540,3887
541,3651
542,3297
543,2964
544,2728
545,2534
546,2238
547,2083
548,1910
549,1784
550,1601
551,1464
552,1449
553,1287
554,1245
555,1150
556,1110
557,1032
558,1008
559,897
560,918
561,949
562,888
563,840
564,794
565,828
566,717
567,695
568,677
569,673
570,629
571,623
572,558
573,526
574,505
575,503
576,471
577,442
578,462
579,364
580,349
581,352
582,336
583,267
584,271
585,220
586,211
587,186
588,199
589,166
590,145
591,142
592,112
593,128
594,115
595,105
596,71
597,75
598,51
599,61
600,62
601,57
602,41
603,59
604,46
605,34
606,43
607,44
608,35
609,34
610,35
611,25
612,31
613,30
614,34
615,29
616,27
617,24
618,27
619,17
620,22
621,28
622,26
623,24
624,23
625,25
626,31
627,22
628,24
629,28
630,22
